billnum,billitem,material,qty,netval,tax,rpa_sat,calday
901022909,2,31793,2,60.00,12.00,72.00,2021-02-07
901042266,3,2025809006,1,398.33,79.67,478.00,2021-02-09
906250606,11,55435,1,39.17,7.83,47.00,2021-01-05
906531909,11,55414,1,19.17,3.83,23.00,2021-01-14
900862613,2,1000049831,2,73.33,14.67,88.00,2021-01-27
901014013,3,1000038891,1,54.55,5.45,60.00,2021-02-11
906210363,1,1000035793,1,3.33,0.67,4.00,2021-01-03
906408763,11,1000023971,1,81.67,16.33,98.00,2021-01-08
907286754,3,1000039181,1,22.00,4.00,27.00,2021-02-13
907463813,3,1000026710,1,680.83,136.17,817.00,2021-02-21
900614678,1,646,1,427.27,42.73,470.00,2021-01-09
901144628,10,1000050717,2,183.33,36.67,220.00,2021-02-23
907000496,14,108390320,1,45.00,9.00,54.00,2021-02-02
907475139,13,63127,2,158.18,15.82,174.00,2021-02-28
900443454,15,55482,1,390.00,78.00,468.00,2021-01-01
900607830,1,1000016393,1,30.00,3.00,33.00,2021-01-13
900675514,3,1000020635,1,24.17,4.83,29.00,2021-01-12
900751167,1,2028585004,4,270.00,54.00,324.00,2021-01-19
900927316,18,2028466007,1,32.50,6.00,39.00,2021-02-03
906302953,1,7000009745,1,80.83,16.17,97.00,2021-01-07
907056043,2,2035862004,2,20.00,4.00,24.00,2021-02-11
901224893,3,2033274001,1,17.00,3.00,21.00,2021-02-24
906726201,1,108386574,1,90.00,9.00,99.00,2021-01-17
907082163,2,2037622003,1,71.67,14.33,86.00,2021-02-03
900737789,3,7000009745,4,323.33,64.67,388.00,2021-01-18
900864889,2,20862,1,19.17,3.83,23.00,2021-01-29
901198535,1,20404,1,3416.67,683.33,4100.00,2021-02-25
906105503,7,2034774002,1,34.55,3.45,38.00,2021-01-02
906159758,2,107766217,1,73.33,14.67,88.00,2021-01-04
906555539,1,55617,1,15.83,3.17,19.00,2021-01-09
907082164,7,1000066743,1,20.00,4.00,24.00,2021-02-03
900539391,1,1019662,1,179.17,35.83,215.00,2021-01-04
900638884,1,19372,4,1283.64,128.36,1412.00,2021-01-16
900675667,6,1000026457,1,73.33,14.67,88.00,2021-01-11
900718311,3,2026925002,1,349.09,34.91,384.00,2021-01-17
901223644,1,2033180002,1,41.67,8.33,50.00,2021-02-23
906146103,1,1000026816,1,877.27,87.73,965.00,2021-01-03
906535475,1,102580579,1,50.00,10.00,60.00,2021-01-11
906889254,4,1000077329,1,60.00,12.00,72.00,2021-01-25
901041985,13,105475580,1,56.67,11.33,68.00,2021-02-11
901144024,2,1000034187,1,31.67,6.33,38.00,2021-02-17
907344680,1,1000016343,1,59.17,11.83,71.00,2021-02-16
900561372,2,100049717,1,34.17,6.83,41.00,2021-01-04
901120783,12,126255,1,69.17,13.83,83.00,2021-02-24
906617688,9,55205,1,288.33,57.67,346.00,2021-01-15
907352410,2,2037175001,1,55.00,11.00,66.00,2021-02-19
900495077,1,1000047028,1,30.00,6.00,36.00,2021-01-02
900659341,8,92877,1,67.50,13.00,81.00,2021-01-13
906011878,3,25938,3,870.00,174.00,1044.00,2021-01-03
906907108,1,1000030568,2,138.33,27.67,166.00,2021-01-27
900802101,1,2028505004,2,518.18,51.82,570.00,2021-01-20
901044703,2,2025639002,1,140.91,14.09,155.00,2021-02-08
906449253,1,55480,1,80.83,16.17,97.00,2021-01-07
907065992,2,2035785002,1,83.33,16.67,100.00,2021-02-03
907421529,3,32204,1,65.45,6.55,72.00,2021-02-20
907470970,7,1000056747,2,1400.00,280.00,1680.00,2021-02-21
900662964,3,2027217001,2,153.33,30.67,184.00,2021-01-17
900946975,20,2028594004,4,130.00,26.00,156.00,2021-02-06
901136488,8,34428,3,70.00,14.00,84.00,2021-02-16
906844336,3,1000012175,3,3300.00,660.00,3960.00,2021-01-26
907107203,4,107995562,1,31.67,6.33,38.00,2021-02-04
907337293,15,1000019884,1,45.00,9.00,54.00,2021-02-17
907356843,3,32204,1,65.45,6.55,72.00,2021-02-20
907406982,11,2035878003,2,50.00,10.00,60.00,2021-02-19
900483178,3,19067,3,165.00,33.00,198.00,2021-01-04
900804043,2,1000005770,2,590.00,118.00,708.00,2021-01-31
901030022,1,106199581,1,41.67,8.33,50.00,2021-02-03
906498716,5,478023,2,1.67,0.33,2.00,2021-01-08
900576922,3,1000019075,1,227.27,22.73,250.00,2021-01-15
900675667,4,1000026455,3,10.91,1.09,12.00,2021-01-11
900684987,1,2026962003,1,1487.50,297.50,1785.00,2021-01-15
900832108,1,662668,1,68.33,13.67,82.00,2021-01-25
901044835,13,55490,1,57.50,11.00,69.00,2021-02-10
906928111,1,1000052341,1,4.17,0.83,5.00,2021-01-27
907320985,18,55239,1,4119.17,823.83,4943.00,2021-02-16
907561506,2,1000064786,1,160.00,32.00,192.00,2021-02-28
900696336,8,108388959,1,46.67,9.33,56.00,2021-01-18
900764709,17,1000012240,4,156.67,31.33,188.00,2021-01-20
900720007,1,25390,1,34.17,6.83,41.00,2021-01-16
900785948,1,2030031001,1,71.67,14.33,86.00,2021-01-27
900786003,4,2028156004,1,305.83,61.17,367.00,2021-02-06
900961995,1,2027469006,1,30.83,6.17,37.00,2021-02-05
906661755,1,1000039062,1,46.67,9.33,56.00,2021-01-23
906960723,4,2039634004,3,217.50,43.50,261.00,2021-01-29
900789975,4,108388967,1,14.17,2.83,17.00,2021-01-20
900876700,3,2024886003,3,110.00,22.00,132.00,2021-01-27
900896356,16,55445,1,54.55,5.45,60.00,2021-01-29
901179216,4,30458,1,24.17,4.83,29.00,2021-02-20
907038196,1,1000040092,4,246.67,49.33,296.00,2021-02-07
907092498,1,1000007718,3,343.64,34.36,378.00,2021-02-08
901052971,1,2025646002,2,154.55,15.45,170.00,2021-02-14
901065239,1,2026341003,1,50.00,10.00,60.00,2021-02-11
901144571,15,2032839002,1,14.17,2.83,17.00,2021-02-16
906396565,3,1000054323,1,177.27,17.73,195.00,2021-01-08
906673951,16,2036064002,1,78.33,15.67,94.00,2021-01-20
907560641,1,1000055521,1,52.50,10.00,63.00,2021-02-27
901089886,5,2025707007,1,48.33,9.67,58.00,2021-02-22
906001533,11,2036003001,1,75.83,15.17,91.00,2021-01-03
906350257,2,2034718004,1,88.18,8.82,97.00,2021-01-08
906925689,1,1000021356,1,65.83,13.17,79.00,2021-01-29
907392722,1,1000032959,2,131.67,26.33,158.00,2021-02-21
900641520,4,1000044451,1,80.00,16.00,96.00,2021-01-11
900644009,2,106756797,1,33.64,3.36,37.00,2021-01-09
900646942,9,55414,1,19.17,3.83,23.00,2021-01-12
900766877,2,20404,1,3416.67,683.33,4100.00,2021-01-20
900885489,4,108353490,2,250.00,50.00,300.00,2021-02-03
901097960,12,2029960004,1,34.17,6.83,41.00,2021-02-15
901169769,7,107084806,1,40.83,8.17,49.00,2021-02-19
901196723,3,2027660001,1,25.00,5.00,30.00,2021-02-23
906758860,4,1000020429,2,61.67,12.33,74.00,2021-01-20
906839918,1,107880837,1,75.00,15.00,90.00,2021-01-23
907151010,1,19067,1,55.00,11.00,66.00,2021-02-07
900815209,9,103434717,4,80.00,16.00,96.00,2021-01-04
901165239,2,1000014458,3,132.50,26.00,159.00,2021-02-22
907132545,1,1000009703,1,400.83,80.17,481.00,2021-02-10
900523378,4,32204,1,65.45,6.55,72.00,2021-02-25
900752569,20,55547,1,6.67,1.33,8.00,2021-01-24
900962924,3,2026891005,1,195.83,39.17,235.00,2021-02-04
901080707,15,2032818004,1,31.67,6.33,38.00,2021-02-13
906399022,1,1000035712,1,37.50,7.00,45.00,2021-01-09
907502939,7,35954,1,20.00,4.00,24.00,2021-02-24
900702739,3,18452,1,43.33,8.67,52.00,2021-01-04
901023034,3,1000041919,1,13.64,1.36,15.00,2021-02-10
906073854,2,2035437003,1,25.00,5.00,30.00,2021-01-01
906397977,3,1000043254,1,3.33,0.67,4.00,2021-01-08
906546837,5,1000064783,1,42.50,8.00,51.00,2021-01-08
900687454,2,2027205003,1,44.17,8.83,53.00,2021-01-16
907271193,1,7000009745,1,80.83,16.17,97.00,2021-02-14
907418800,1,1000056601,1,21.82,2.18,24.00,2021-02-21
900993494,3,108321965,1,1234.17,246.83,1481.00,2021-02-19
906008416,8,165803,4,153.33,30.67,184.00,2021-01-01
906595040,1,32204,1,65.45,6.55,72.00,2021-01-12
900642225,1,1000047149,1,31.67,6.33,38.00,2021-01-10
900696986,7,2033397001,1,650.00,130.00,780.00,2021-01-13
906315365,4,2035987004,3,370.00,74.00,444.00,2021-01-06
900578295,2,2025550006,1,39.09,3.91,43.00,2021-01-10
900778986,1,100047631,1,68.33,13.67,82.00,2021-02-01
900783126,9,820301,2,1376.67,275.33,1652.00,2021-01-10
901050493,5,107605536,1,253.33,50.67,304.00,2021-02-15
901122802,7,2027939005,2,51.67,10.33,62.00,2021-02-12
906875968,5,1000046308,1,2.00,0.50,3.00,2021-01-26
907105709,3,43653,2,40.00,8.00,48.00,2021-02-02
900605920,1,1000006092,1,154.17,30.83,185.00,2021-01-07
906541656,1,1000036202,1,208.33,41.67,250.00,2021-01-13
907029377,20,2038010006,1,155.00,31.00,186.00,2021-02-01
907425977,1,19380,1,51.67,10.33,62.00,2021-02-19
906225716,1,1000053930,1,395.45,39.55,435.00,2021-01-05
907282263,9,36160,1,694.17,138.83,833.00,2021-02-13
900462155,1,893138,1,73.33,14.67,88.00,2021-01-03
900741866,3,2027612001,4,916.36,91.64,1008.00,2021-01-20
900913662,2,1000014138,1,19.09,1.91,21.00,2021-02-02
901121487,2,1000016907,1,1770.83,354.17,2125.00,2021-02-16
907071237,1,1000050040,1,37.50,7.00,45.00,2021-02-02
907106712,2,1000066626,1,618.33,123.67,742.00,2021-02-07
907378950,10,2038426004,1,22.00,4.00,27.00,2021-02-19
907474780,4,20704,1,83.33,16.67,100.00,2021-02-25
900664010,3,2025656009,1,286.67,57.33,344.00,2021-01-14
901247264,15,2028445001,1,241.67,48.33,290.00,2021-02-28
907453353,2,1000068041,1,630.83,126.17,757.00,2021-02-23
900469404,2,108184139,1,40.00,8.00,48.00,2021-01-02
900901532,14,1000038342,1,17.27,1.73,19.00,2021-02-02
901113857,2,2028100002,3,872.50,174.50,1047.00,2021-02-15
907034032,3,2026210002,4,258.18,25.82,284.00,2021-02-02
907102068,2,19758,1,432.50,86.50,519.00,2021-02-09
907120843,1,2037473001,1,26.67,5.33,32.00,2021-02-07
907570293,1,7000009746,1,72.73,7.27,80.00,2021-02-25
900539391,4,2028495007,1,46.67,9.33,56.00,2021-01-04
900575104,3,2029566004,1,51.67,10.33,62.00,2021-01-07
900638884,4,40580,1,53.33,10.67,64.00,2021-01-16
900657528,5,25392,1,14.17,2.83,17.00,2021-01-13
900786537,11,105015,1,47.50,9.00,57.00,2021-01-22
901083012,1,2486,2,33.33,6.67,40.00,2021-02-14
901223644,4,2033245002,2,68.33,13.67,82.00,2021-02-23
906146103,4,1000027060,1,2189.17,437.83,2627.00,2021-01-03
906535475,4,107919949,1,60.00,12.00,72.00,2021-01-11
906889254,1,1000077313,1,31.82,3.18,35.00,2021-01-25
901162096,17,1000010058,1,81.67,16.33,98.00,2021-02-21
906555539,4,242496,1,27.00,5.00,33.00,2021-01-09
906975533,1,1000041257,2,728.33,145.67,874.00,2021-01-30
907315411,2,31171,1,24.17,4.83,29.00,2021-02-14
900523379,2,107661888,1,41.82,4.18,46.00,2021-02-25
900658340,5,1000045104,1,13.33,2.67,16.00,2021-01-24
901040897,2,107084734,2,94.55,9.45,104.00,2021-02-16
901095136,2,1000009507,3,10.00,2.00,12.00,2021-02-17
901161670,2,2030832005,1,3902.50,780.50,4683.00,2021-02-17
906156877,3,1000028527,1,22.00,4.00,27.00,2021-01-03
900527891,12,106773790,1,389.17,77.83,467.00,2021-01-07
900664547,5,1000012663,2,75.00,15.00,90.00,2021-01-16
901103540,10,2026336001,1,42.73,4.27,47.00,2021-02-21
905928914,2,31791,1,49.17,9.83,59.00,2021-01-02
906439012,3,32204,4,261.82,26.18,288.00,2021-01-09
906473526,1,1000017617,1,312.50,62.50,375.00,2021-01-14
906736449,2,2037632003,1,47.50,9.00,57.00,2021-01-18
900566623,3,25408,1,622.50,124.50,747.00,2021-01-05
900831924,1,7000009745,1,80.83,16.17,97.00,2021-02-09
906315335,3,2037937001,1,70.83,14.17,85.00,2021-01-13
906431805,11,55615,1,44.17,8.83,53.00,2021-01-11
906688779,3,2041241005,1,26.36,2.64,29.00,2021-01-17
906704957,9,2034185005,1,25.45,2.55,28.00,2021-01-18
906884259,14,1000039064,1,51.67,10.33,62.00,2021-01-28
907135424,1,19380,1,51.67,10.33,62.00,2021-02-09
900524523,8,1000047154,1,49.17,9.83,59.00,2021-01-03
900802101,6,2028556001,1,354.17,70.83,425.00,2021-01-20
900861748,1,1000032983,1,249.09,24.91,274.00,2021-01-10
900940865,14,1000043174,4,66.67,13.33,80.00,2021-02-01
907235935,10,8000000489,1,12.73,1.27,14.00,2021-01-31
900798881,9,2028910002,2,56.67,11.33,68.00,2021-01-04
901072574,3,20704,3,250.00,50.00,300.00,2021-02-11
901112858,2,20776,1,9.17,1.83,11.00,2021-02-19
906610654,18,478020,1,634.17,126.83,761.00,2021-01-12
907106383,1,1000028487,2,76.67,15.33,92.00,2021-02-08
900720007,4,55145,1,72.50,14.00,87.00,2021-01-16
900785948,4,2030047005,1,350.00,35.00,385.00,2021-01-27
900786003,1,2023185004,1,30.83,6.17,37.00,2021-02-06
900953343,10,104602604,4,356.36,35.64,392.00,2021-02-03
901082136,1,108132443,3,240.00,48.00,288.00,2021-02-15
906960723,1,2039470002,1,66.67,13.33,80.00,2021-01-29
900425402,5,1000038237,1,36.67,7.33,44.00,2021-01-02
901081136,19,1000050338,1,176.67,35.33,212.00,2021-02-12
901309102,1,107531135,1,221.82,22.18,244.00,2021-02-28
906555539,6,931925,4,163.64,16.36,180.00,2021-01-09
900638884,6,55145,1,72.50,14.00,87.00,2021-01-16
900672906,14,2025663013,1,39.09,3.91,43.00,2021-01-13
900675667,1,1000026452,1,45.83,9.17,55.00,2021-01-11
900757861,1,724391,1,45.83,9.17,55.00,2021-01-17
900893020,3,1000050211,1,15.83,3.17,19.00,2021-01-27
901223644,6,2033257002,1,122.50,24.00,147.00,2021-02-23
906146103,6,1000027071,1,20.83,4.17,25.00,2021-01-03
906500633,18,2037564002,1,2259.17,451.83,2711.00,2021-01-10
906535475,6,108349319,1,359.17,71.83,431.00,2021-01-11
906637182,5,2038148001,1,60.83,12.17,73.00,2021-01-14
906646162,3,1000017392,1,36.67,7.33,44.00,2021-01-18
907186607,2,1000054885,4,136.67,27.33,164.00,2021-02-10
900605855,3,1000041936,1,396.67,79.33,476.00,2021-01-10
901066285,16,1000050665,1,21.67,4.33,26.00,2021-02-10
901230667,10,1000006448,3,327.50,65.50,393.00,2021-02-23
901246724,1,1000037990,3,51.82,5.18,57.00,2021-02-26
900493047,2,1000019047,1,70.00,14.00,84.00,2021-01-05
906581344,3,2035036005,1,12.00,2.00,15.00,2021-01-12
907107203,1,107983019,1,38.33,7.67,46.00,2021-02-04
900402623,2,21017,1,23.33,4.67,28.00,2021-01-11
900748609,1,2027212002,1,57.50,11.00,69.00,2021-01-26
900802101,4,2028533005,2,571.67,114.33,686.00,2021-01-20
901034477,1,106600143,1,17.00,3.00,21.00,2021-02-09
906631358,1,7000009745,1,80.83,16.17,97.00,2021-01-20
907270987,2,2039060001,1,41.67,8.33,50.00,2021-02-16
907452008,5,32204,1,65.45,6.55,72.00,2021-02-22
900545387,2,12164,4,440.00,88.00,528.00,2021-01-09
900710020,17,2030056005,1,77.50,15.00,93.00,2021-01-16
906907108,4,1000030749,1,80.83,16.17,97.00,2021-01-27
907377079,1,7000009745,1,80.83,16.17,97.00,2021-02-17
900984041,1,2028296001,1,87.27,8.73,96.00,2021-02-09
907309863,2,1000073692,4,2593.33,518.67,3112.00,2021-02-15
900815210,2,1000022624,1,31.82,3.18,35.00,2021-01-04
900925815,13,57040,1,37.50,7.00,45.00,2021-02-05
905949296,2,1000054729,2,35.00,7.00,42.00,2021-01-02
900767283,12,2025941002,4,130.00,26.00,156.00,2021-01-15
900914271,19,1000016794,1,86.67,17.33,104.00,2021-02-01
901238264,1,7000009745,1,80.83,16.17,97.00,2021-02-27
901257140,8,2025588006,1,499.09,49.91,549.00,2021-02-28
907059296,1,1000039064,2,103.33,20.67,124.00,2021-02-06
907338272,9,55480,1,80.83,16.17,97.00,2021-02-17
900523378,1,19719,1,40.83,8.17,49.00,2021-02-25
900542083,1,2027271001,1,13.33,2.67,16.00,2021-01-06
906519015,1,7000009745,1,80.83,16.17,97.00,2021-01-11
907158237,17,72185,1,537.50,107.50,645.00,2021-02-08
900482129,1,2024555001,2,141.67,28.33,170.00,2021-01-06
906068578,1,1000015628,2,10.00,2.00,12.00,2021-01-02
906778678,13,2036012001,1,36.36,3.64,40.00,2021-01-23
906920327,18,1000015477,2,100.00,10.00,110.00,2021-01-27
907132545,4,1000011053,1,69.17,13.83,83.00,2021-02-10
907348930,7,1000064917,1,36.67,7.33,44.00,2021-02-22
900629553,3,2021614001,1,81.67,16.33,98.00,2021-01-11
900641520,1,1000044429,3,97.50,19.00,117.00,2021-01-11
900785464,1,1000008168,1,43.64,4.36,48.00,2021-01-21
900787647,10,43653,1,20.00,4.00,24.00,2021-01-27
900885489,1,1039501,3,105.00,21.00,126.00,2021-02-03
900901156,14,1000021987,1,22.00,4.00,27.00,2021-01-30
901223940,10,1000046183,1,72.50,14.00,87.00,2021-02-22
906198093,1,1000026882,3,115.00,23.00,138.00,2021-01-04
906639320,19,1000027068,1,1304.55,130.45,1435.00,2021-01-20
906693590,1,107785021,1,39.17,7.83,47.00,2021-01-18
906758860,1,1000019946,1,70.83,14.17,85.00,2021-01-20
907240950,1,1000052098,2,98.33,19.67,118.00,2021-02-18
900765908,3,30458,1,24.17,4.83,29.00,2021-01-30
906778449,9,1000034519,1,25.83,5.17,31.00,2021-01-21
906989496,1,2036276004,1,80.83,16.17,97.00,2021-02-02
907083581,7,2035499003,2,160.00,32.00,192.00,2021-02-06
900438962,9,2031375003,1,3593.64,359.36,3953.00,2021-01-05
900668477,20,1000046331,4,200.00,40.00,240.00,2021-01-15
901075818,7,1000021750,1,3.64,0.36,4.00,2021-02-16
901182092,2,106813974,1,62.50,12.00,75.00,2021-02-20
900569856,2,2029916005,1,586.67,117.33,704.00,2021-01-06
900772432,1,106214613,2,16.67,3.33,20.00,2021-01-19
900789975,1,108374098,1,273.64,27.36,301.00,2021-01-20
900925133,5,2031381005,1,34.17,6.83,41.00,2021-01-18
900947786,3,1000042015,1,25.83,5.17,31.00,2021-02-03
901179216,1,2486,1,16.67,3.33,20.00,2021-02-20
907092498,4,1000008202,3,169.09,16.91,186.00,2021-02-08
900601268,2,1000039479,1,24.17,4.83,29.00,2021-01-07
907260291,3,1000027472,1,51.67,10.33,62.00,2021-02-15
907434866,10,107781986,1,1125.83,225.17,1351.00,2021-02-20
901054060,2,1000026388,1,245.83,49.17,295.00,2021-02-13
906610655,3,43653,1,20.00,4.00,24.00,2021-01-15
906705807,16,1000064800,1,696.36,69.64,766.00,2021-01-16
906765459,1,19067,1,55.00,11.00,66.00,2021-01-22
906897425,3,2036379004,1,56.67,11.33,68.00,2021-01-27
906920328,2,1000065447,1,317.50,63.50,381.00,2021-01-27
900542005,5,19657,1,769.17,153.83,923.00,2021-01-02
900652286,1,1000012449,1,30.00,6.00,36.00,2021-01-12
901257140,5,2024872005,1,60.83,12.17,73.00,2021-02-28
906005127,1,1000015628,4,20.00,4.00,24.00,2021-01-02
907392313,3,1000027183,3,1933.64,193.36,2127.00,2021-02-22
907401266,2,2038055001,1,20.00,2.00,22.00,2021-02-19
900470209,4,1000014150,4,316.67,63.33,380.00,2021-01-14
900607450,3,2025625009,1,164.17,32.83,197.00,2021-01-11
901201471,2,1000038804,1,360.83,72.17,433.00,2021-02-21
907372600,1,25390,1,34.17,6.83,41.00,2021-02-18
900742111,2,662670,1,475.45,47.55,523.00,2021-01-18
906367352,10,95035,1,1263.33,252.67,1516.00,2021-01-08
901217379,14,1000048778,1,4235.45,423.55,4659.00,2021-02-25
906248943,2,7000009745,1,80.83,16.17,97.00,2021-01-05
907231248,4,2035413002,1,12.00,2.00,15.00,2021-02-13
907492697,11,1000053259,1,67.50,13.00,81.00,2021-02-23
901112859,4,1000024562,3,147.50,29.00,177.00,2021-02-19
901118044,20,2030347005,1,0.83,0.17,1.00,2021-02-14
906287305,1,1000009510,1,400.00,80.00,480.00,2021-01-06
906731867,3,2036382004,1,30.83,6.17,37.00,2021-01-21
906828971,2,2035934003,1,37.50,7.00,45.00,2021-01-22
900607449,12,1000044525,3,220.00,44.00,264.00,2021-01-11
906608243,1,19380,1,51.67,10.33,62.00,2021-01-13
906720722,1,893138,1,73.33,14.67,88.00,2021-01-19
906848164,10,2037169001,1,26.67,5.33,32.00,2021-01-23
900820218,10,54248,2,281.67,56.33,338.00,2021-01-26
906601065,7,107383953,1,30.91,3.09,34.00,2021-01-13
907157133,4,31171,1,24.17,4.83,29.00,2021-02-15
907516295,10,2035932006,3,180.00,36.00,216.00,2021-02-24
900527891,19,106793766,1,134.17,26.83,161.00,2021-01-07
900927316,9,2028342003,1,280.83,56.17,337.00,2021-02-03
906048884,1,1000037352,3,1167.50,233.50,1401.00,2021-01-01
906139254,1,1000028527,1,22.00,4.00,27.00,2021-01-03
906570215,6,2035530001,2,670.91,67.09,738.00,2021-01-13
906637182,8,2038165002,1,2142.50,428.50,2571.00,2021-01-14
907434122,6,2038883006,1,7.00,1.00,9.00,2021-02-22
900425402,8,1000038314,2,16.67,3.33,20.00,2021-01-02
900464120,13,1000026418,1,25.83,5.17,31.00,2021-02-15
900893140,20,1000044958,1,47.50,9.00,57.00,2021-02-01
900805104,1,1000041417,1,390.83,78.17,469.00,2021-01-22
900828887,4,106090622,1,318.33,63.67,382.00,2021-01-26
900971853,10,8000000214,1,33.33,6.67,40.00,2021-01-09
901128596,1,2025626008,1,808.33,161.67,970.00,2021-02-17
901248792,4,2033114003,1,29.17,5.83,35.00,2021-02-28
906489192,1,1000069305,1,74.17,14.83,89.00,2021-01-11
906503372,1,1000070272,3,32.73,3.27,36.00,2021-01-10
906650465,4,2038142004,1,46.67,9.33,56.00,2021-01-14
907539118,1,125772,1,2736.67,547.33,3284.00,2021-02-23
900716649,12,1000024114,1,75.83,15.17,91.00,2021-01-15
901081528,4,2025829004,1,49.17,9.83,59.00,2021-02-18
901256207,3,18720,1,776.67,155.33,932.00,2021-02-27
906312470,3,41600,1,36.67,7.33,44.00,2021-01-06
900579359,7,1000014929,1,273.33,54.67,328.00,2021-01-06
900640496,3,1000004098,1,1579.17,315.83,1895.00,2021-01-11
901000919,1,2029724002,1,27.00,5.00,33.00,2021-02-08
901188140,7,43789,1,51.67,10.33,62.00,2021-02-22
907452008,8,35483,1,27.00,5.00,33.00,2021-02-22
900429722,4,1000020917,2,633.33,126.67,760.00,2021-01-03
900611566,1,2026742001,1,35.00,7.00,42.00,2021-01-10
906652595,1,57472,1,31.67,6.33,38.00,2021-01-12
906790877,2,1000003531,1,55.45,5.55,61.00,2021-01-20
907004988,2,2037045003,1,20.00,4.00,24.00,2021-02-06
900726564,1,20404,1,3416.67,683.33,4100.00,2021-01-18
901056059,11,2026853003,1,39.09,3.91,43.00,2021-02-04
906282442,2,1000052700,1,57.50,11.00,69.00,2021-01-07
907207647,10,2037213002,1,25.83,5.17,31.00,2021-02-15
900677494,17,1000035340,1,25.00,5.00,30.00,2021-01-14
904513010,1,2035009008,1,1233.33,246.67,1480.00,2021-01-01
906345588,2,18452,1,43.33,8.67,52.00,2021-01-12
906468389,10,1000075131,1,61.82,6.18,68.00,2021-01-09
907486452,14,2038862002,1,770.83,154.17,925.00,2021-02-25
900622620,2,2024838002,1,44.55,4.45,49.00,2021-01-11
900657528,8,32204,1,65.45,6.55,72.00,2021-01-13
900914296,1,1000012426,4,1263.33,252.67,1516.00,2021-02-04
901022454,13,107638493,1,56.36,5.64,62.00,2021-02-07
901206156,2,1000050972,2,11.67,2.33,14.00,2021-02-25
906113046,12,1000067698,1,29.17,5.83,35.00,2021-01-02
906570215,4,2035525003,1,44.17,8.83,53.00,2021-01-13
907356867,1,2034413003,1,35.00,7.00,42.00,2021-02-22
907434122,4,2038863003,1,70.00,14.00,84.00,2021-02-22
907543343,10,70289,1,15.00,3.00,18.00,2021-02-25
907587104,1,2037133002,1,34.17,6.83,41.00,2021-02-27
900703496,1,1000014996,1,48.33,9.67,58.00,2021-01-26
900735148,1,105738597,1,50.83,10.17,61.00,2021-01-20
901045565,1,1000021750,3,10.91,1.09,12.00,2021-02-09
901096995,14,1000016907,1,1770.83,354.17,2125.00,2021-02-18
906573113,7,1000042720,1,51.67,10.33,62.00,2021-01-14
906617688,18,57205,3,147.50,29.00,177.00,2021-01-15
906765727,5,2037987001,1,18.33,3.67,22.00,2021-01-22
906958034,4,2035016003,1,526.67,105.33,632.00,2021-02-02
900429722,6,1000034686,1,72.50,14.00,87.00,2021-01-03
901081136,12,1000050246,1,68.33,13.67,82.00,2021-02-12
901201504,10,31171,1,24.17,4.83,29.00,2021-02-23
907190981,2,1000058830,1,56.67,11.33,68.00,2021-02-13
900489833,1,2027702003,3,185.00,37.00,222.00,2021-01-02
900524523,5,1000047095,1,38.33,7.67,46.00,2021-01-03
906534267,3,25392,1,14.17,2.83,17.00,2021-01-12
906812930,1,7000009745,1,80.83,16.17,97.00,2021-01-22
906839488,1,103654744,3,120.00,24.00,144.00,2021-01-23
906980238,1,2034589005,1,330.91,33.09,364.00,2021-02-01
900678760,13,1000049667,1,220.83,44.17,265.00,2021-01-19
900773584,11,40580,1,53.33,10.67,64.00,2021-01-02
900895878,2,2025660010,1,302.50,60.50,363.00,2021-01-28
901200181,1,19758,4,1730.00,346.00,2076.00,2021-02-22
906552729,3,2037354004,1,270.00,54.00,324.00,2021-01-16
907320985,9,35122,1,35.00,7.00,42.00,2021-02-16
900775173,3,2026874005,2,61.67,12.33,74.00,2021-01-20
900785101,2,2026544002,1,42.50,8.00,51.00,2021-01-10
900910056,1,19372,1,320.91,32.09,353.00,2021-02-01
901081528,6,2025946004,1,40.00,4.00,44.00,2021-02-18
901270262,1,19067,1,55.00,11.00,66.00,2021-02-26
905965840,3,31171,1,24.17,4.83,29.00,2021-01-05
906422765,3,1000065422,1,12.00,2.00,15.00,2021-01-08
907434844,1,17621,2,30.00,6.00,36.00,2021-02-20
901245026,12,2024843003,1,375.83,75.17,451.00,2021-02-27
901265951,1,646,3,1281.82,128.18,1410.00,2021-02-23
906336321,1,2036934004,1,3234.17,646.83,3881.00,2021-01-08
906763349,1,2037571001,1,48.33,9.67,58.00,2021-01-25
906875968,8,1000046336,1,306.67,61.33,368.00,2021-01-26
900711212,3,32204,3,196.36,19.64,216.00,2021-01-14
900847034,3,2024561003,3,1845.00,369.00,2214.00,2021-01-27
906639320,12,1000026466,1,35.83,7.17,43.00,2021-01-20
906816023,1,30406,1,40.00,8.00,48.00,2021-01-25
900488922,3,1000045587,1,214.17,42.83,257.00,2021-01-03
900550191,3,1000038887,4,193.33,38.67,232.00,2021-01-05
900642558,1,108323135,1,26.67,5.33,32.00,2021-01-16
900747749,7,34428,1,23.33,4.67,28.00,2021-01-21
900887059,2,108298857,1,56.67,11.33,68.00,2021-01-29
906076177,2,1000034572,1,112.50,22.00,135.00,2021-01-05
900617978,1,1000037490,3,192.50,38.50,231.00,2021-01-15
900794679,7,2027807004,1,38.33,7.67,46.00,2021-01-21
900977373,1,1000049831,1,36.67,7.33,44.00,2021-02-07
900979431,2,1000044854,1,134.55,13.45,148.00,2021-02-04
906008416,5,81463,1,2780.00,556.00,3336.00,2021-01-01
